user,location,geoLocation,tweet,timeStamp,replies,retweets,favorites,url
@Tylerblack92,Arkansas,,"Sleep, wake up, and watch Netflix. #ChristmasBreak",7:02 AM - 14 Dec 2012,0,6,2,https://www.twitter.com/Tylerblack92/status/279602361889067009
@kitkatevans,"Colorado Springs, CO",,"""Didn't you wear that yesterday?"" 
Yes, and the day before that & I'll probably wear it again tomorrow. Thank you. #Christmasbreak",7:48 AM - 31 Dec 2014,0,1,4,https://www.twitter.com/kitkatevans/status/550317615776661505
@MmeGoyer,"Mississauga, Ontario","Toronto, Ontario","1 more sleep to #ChristmasBreak @StGertrudeMBC! Don't forget your Christmas sweater, donation & Christmas cheer! #ChristmasIsComingpic.twitter.com/aNEJErl1yD",6:28 PM - 22 Dec 2016,0,2,12,https://www.twitter.com/MmeGoyer/status/812122576508059648
@hkonsek12,,,One more week until #christmasbreak!,1:30 PM - 11 Dec 2012,0,1,2,https://www.twitter.com/hkonsek12/status/278612702459478016
@BayleyBennett,"Biloxi, MS #228",,"At this point, I don't even care what I make. I just wanna be finished! #needsleep #christmasbreak #sooverfinals",4:47 AM - 11 Dec 2012,0,2,3,https://www.twitter.com/BayleyBennett/status/278481180314189824
@skylak11,,,seriously wish I could fast forward to friday. turning over a new leaf. #christmasbreak ,10:35 AM - 16 Dec 2012,0,0,5,https://www.twitter.com/skylak11/status/280380654313672704
@TylerTj21,Western Michigan University,,It better start snowing. #IWantASnowDay #ChristmasBreak ,4:38 PM - 20 Dec 2012,0,1,2,https://www.twitter.com/TylerTj21/status/281921634015772673
@KageHyena_Grump,,,"Happy #FursuitFriday ! Finals week and Christmas break are right around the corner for this yeen! Or wait is that just me?#fursuit #furry #furryfandom #furries #hyena #seadragon #FinalsWeek #ChristmasBreak #peekaboo #fursuits #fursuiter
: @ArendStudiospic.twitter.com/SuDLe5AjpT",1:34 PM - 30 Nov 2018,0,3,15,https://www.twitter.com/KageHyena_Grump/status/1068619242189307904
@JLAW1313,"Utah, USA",,"Its Sunday. Today is a good Sunday, because I don't have homework due tomorrow! #ChristmasBreak #NapTime",11:42 AM - 23 Dec 2012,0,2,2,https://www.twitter.com/JLAW1313/status/282934251723321344
@chels_hep,,"Idaho, USA","When someone in the house hasn't seen hot rod, you watch hot rod. #ChristmasBreak #familytime",9:54 PM - 22 Dec 2012,0,1,3,https://www.twitter.com/chels_hep/status/282725867732475904
@HeningerHayden,,,"January 5th, A.K.A Procrastination Punishment Day. #Christmasbreak #HomeworkTime",3:23 PM - 5 Jan 2014,0,2,5,https://www.twitter.com/HeningerHayden/status/419972370724433920
@Malc_and_Dave,"Devon, England","Torbay, England",I haven't told him yet but we have to drive for 5.5 hours tomorrow!! Have a good run today Dave! #Christmasbreakpic.twitter.com/vxd1zEZo1R,6:58 AM - 21 Dec 2015,0,3,7,https://www.twitter.com/Malc_and_Dave/status/678952752412782592
@DatDudePJG,"Chattanooga, TN",,2..... more...... days...... #TheStruggle #ChristmasBreak #PleaseHurry,2:55 PM - 18 Dec 2013,0,7,5,https://www.twitter.com/DatDudePJG/status/413442310488076288
@Ashton_Tomas,"San Luis Obispo, CA",,"Free at last, free at last, Lord almighty I am free at last! #ChristmasBreak",1:30 PM - 20 Dec 2013,0,5,3,https://www.twitter.com/Ashton_Tomas/status/414145736045907969
@coopaloop17,,,Back in Sherwood Park! #christmasbreak #soexcited,2:13 PM - 18 Dec 2013,1,1,7,https://www.twitter.com/coopaloop17/status/413431757581877248
@AudreyCMorris,,"Tucson, AZ","When I get home I wanna go to zoolights, Glendale glitters, and ice skating downtown. #christmasbreak ",10:55 PM - 12 Dec 2012,1,0,4,https://www.twitter.com/AudreyCMorris/status/279117223518420992
@KyleKwaske30,"Grand Rapids, MI",,And the 1st semester of college is officially over!! #ChristmasBreak,9:49 AM - 12 Dec 2012,0,2,2,https://www.twitter.com/KyleKwaske30/status/278919434536632320
@PyleJacob13,Brenham TX,,Going to bed at 3 and waking up at 8 for the past 4 days is really messing up my sleeping schedule... #christmasbreak,7:10 AM - 26 Dec 2012,1,0,2,https://www.twitter.com/PyleJacob13/status/283952866413142017
@HelminHailey,"Foley, MN ➡️ Fargo, ND",,Were half way there OHHHHH!#christmasbreak ,5:27 AM - 18 Dec 2013,1,1,12,https://www.twitter.com/HelminHailey/status/413299510295543809
@C_MoneyTRA,,,Tomorrow needs to hurry up and get here! #ChristmasBreak ,5:51 PM - 20 Dec 2012,0,3,1,https://www.twitter.com/C_MoneyTRA/status/281939881205317632
@alecbyrnez,"Dallas, TX",,"southlake tonight!!!! #christmasbreak #2012 #noregrets
#legit #yolo #stokedpic.twitter.com/9cBOK4hB",2:38 PM - 19 Dec 2012,0,0,5,https://www.twitter.com/alecbyrnez/status/281529021320282113
@S0RRYmisJACKSON,,,That feeling you have when you get up and have absolutely NOTHING to do  #ChristmasBreak,8:30 AM - 13 Dec 2013,0,2,2,https://www.twitter.com/S0RRYmisJACKSON/status/411533607925067776
@laurennbrymer,,,This week needs to go bye really fast #christmasbreak #pleasehurryup,2:24 PM - 15 Dec 2012,0,2,2,https://www.twitter.com/laurennbrymer/status/280075829344612352
@AmyHill,,,3 more daggum days! #ICanMakeIt #ChristmasBreak,7:25 PM - 18 Dec 2012,0,3,2,https://www.twitter.com/AmyHill/status/281238894945652736
@ReeceP3,Mount Vernon,,This whole school thing isn't working for me. #Christmasbreak,9:15 PM - 12 Dec 2013,0,1,4,https://www.twitter.com/ReeceP3/status/411363728869707777
@alecwardd,"Joplin, MO",,It's 9 o'clock. I'm in college. And I'm in bed. #ChristmasBreak,7:04 PM - 18 Dec 2013,1,0,9,https://www.twitter.com/alecwardd/status/413504961729679360
@haywood_x3,,,all these people talking about they have school today >>> hahah #suckstosuck #ChristmasBreak,4:46 AM - 21 Dec 2012,0,3,2,https://www.twitter.com/haywood_x3/status/282104870100684800
@MisnerHaylee,,,Last week before Christmas! Couple of snow days wouldn't be bad. #PleaseGoByFast #ChristmasBreak,6:07 AM - 17 Dec 2012,0,4,4,https://www.twitter.com/MisnerHaylee/status/280675589587869696
@ryan_crabtree,,,Just used my nose to push a button on my phone because I didn't want to lift my other hand..... #christmasbreak,12:27 PM - 27 Dec 2012,1,0,8,https://www.twitter.com/ryan_crabtree/status/284395160845049857
@KiddoKorner,,,"@MedievalTimes is an awesome fam experience!
#EntertoWIN 4 tickets for your fam: https://woobox.com/ajdqrz  #collab
Kiddo Korner fans can save 40% on Adults & 20% on Kids Use code USF4020. 
#MTCelebrate #giftidea #christmas #christmasbreak #familyfun #familyadventure #knights",12:46 PM - 25 Nov 2019,0,0,0,https://www.twitter.com/KiddoKorner/status/1199066767966064640
@RooDeeYouDee,,,"No finals, no homework, no worries. #christmasbreak",8:59 AM - 14 Dec 2012,0,4,4,https://www.twitter.com/RooDeeYouDee/status/279631826463629312
@hankedan000,,,Can finally work on my homemade #3Dprinter again... #christmasbreakpic.twitter.com/K4vYJLJpt1,9:35 PM - 21 Dec 2013,0,1,3,https://www.twitter.com/hankedan000/status/414630233141428224
@TheHolbertRepor,,,With my Christmas money I bought TDK and TDKR. Now it's time to have a Batmanathon #christmasbreak,6:46 PM - 26 Dec 2012,1,0,2,https://www.twitter.com/TheHolbertRepor/status/284128046297018368
@NorbertDog,"Los Angeles, CA",,I may or may not have opened a present early. #ChristmasBreakpic.twitter.com/priVOlus8A,1:31 PM - 18 Dec 2015,3,46,140,https://www.twitter.com/NorbertDog/status/677964440587800576
@DearAnnaPearcy,"Arlington, TX",,I just want to sleep all day and watch Netflix and go see Christmas lights and eat good barbecue. #christmasbreak #soready,6:25 AM - 8 Dec 2014,0,1,7,https://www.twitter.com/DearAnnaPearcy/status/541961863320182784
@dallis_kennedy,,,Well I hope all of you normal schoolers that think you're cooler than us enjoy school today!  #christmasbreak #charterkidsarethebest,6:27 AM - 19 Dec 2012,0,1,4,https://www.twitter.com/dallis_kennedy/status/281405278967197696
@SamanthaaLynnB,,,"I'm so ready to get tomorrow over with. 
#ChristmasBreak",7:49 PM - 17 Dec 2012,1,4,2,https://www.twitter.com/SamanthaaLynnB/status/280882497389223937
@thekellyford,"New York, USA","Denver, CO",A rare photo of my #trophyhusband taken over the #christmasbreak!#latergram #Denver #citypark… https://www.instagram.com/p/BdtjxKGnrIo/ ,6:28 PM - 8 Jan 2018,3,1,28,https://www.twitter.com/thekellyford/status/950554728169201664
@kayleevoiles,Tennessee,,My life will be a lot better in 4 days. #Christmasbreak,7:30 PM - 15 Dec 2013,1,5,4,https://www.twitter.com/kayleevoiles/status/412424509334233088
@allientomlinson,"Jonesboro, AR",,TWO MORE DAYS. I can do it. #ChristmasBreak,4:04 PM - 16 Dec 2012,0,4,2,https://www.twitter.com/allientomlinson/status/280463524449353728
@Kenzieee_Rae,Sunshine State ☀️,,ONE MORE WEEK & ILL BE FREE! #ChristmasBreak,4:36 PM - 16 Dec 2012,0,9,2,https://www.twitter.com/Kenzieee_Rae/status/280471404812587008
@kristin_kuehn,,,let's skip to 12 o'clock wednesday. #CHRISTMASBREAK,4:59 PM - 10 Dec 2012,0,2,3,https://www.twitter.com/kristin_kuehn/status/278302885064884224
@TJSpizzle,,,It's weird to think that I am going to miss people I didn't know 4 months ago. #ChristmasBreak,10:02 AM - 12 Dec 2013,2,10,13,https://www.twitter.com/TJSpizzle/status/411194351885111296
@centralcatholic,"Toledo, Ohio",,We hope you had a fabulous #ChristmasBreak & are ready to start the 3rd quarter. Seniors: you're about to enter the last semester at #CCHS!,11:16 AM - 5 Jan 2014,0,2,6,https://www.twitter.com/centralcatholic/status/419910192608735232
@Hes_Not_Here,112 1/2 W. Franklin Street,"North Carolina, USA","It was a great year, and we are out of beer. See y’all in January #ChristmasBreak",8:15 PM - 15 Dec 2018,1,3,57,https://www.twitter.com/Hes_Not_Here/status/1074155964583038976
@daffneebelle,,,Hanging the back pack up for awhile! It feels SO good #christmasbreak BOO YAAHH,4:26 PM - 20 Dec 2013,0,0,9,https://www.twitter.com/daffneebelle/status/414190049563906048
@xomillennaxo,Miz '20,,So glad to be done. #christmasbreak ,10:42 AM - 20 Dec 2013,0,4,3,https://www.twitter.com/xomillennaxo/status/414103494967062528
@Jordan_Nicole30,hoisington | hays,,DONE WITH FINALS. #shityeah! #christmasbreak! ,8:53 AM - 21 Dec 2012,0,3,2,https://www.twitter.com/Jordan_Nicole30/status/282166968080015361
@GSpotGarret,,,3 more finals and then let the fun begin  #ChristmasBreak,9:55 PM - 10 Dec 2013,0,1,5,https://www.twitter.com/GSpotGarret/status/410649058751963136
@Madison_Ruble,MO & AL,,Just wanna get out of school already. #christmasbreak,1:42 PM - 12 Dec 2012,0,6,3,https://www.twitter.com/Madison_Ruble/status/278978089730584577
@Lanas__Lover,,,Me after tomorrow cause no more finals 4 me. #christmasbreakpic.twitter.com/KbhralpCME,4:32 PM - 18 Dec 2013,0,3,2,https://www.twitter.com/Lanas__Lover/status/413466849989627904
@devinjacob10,"Clinton, OK",,Headed home! #ChristmasBreak,9:17 AM - 13 Dec 2012,0,1,4,https://www.twitter.com/devinjacob10/status/279273977464115200
@lolarsen8,,,"dear god, I love that your making it snow and all, but please let us have school tomorrow! #SemesterTests #ChristmasBreak",1:34 PM - 19 Dec 2012,0,10,2,https://www.twitter.com/lolarsen8/status/281512964119478272
@RandallLinebaug,October 2,,11 days until #ChristmasBreak,5:52 AM - 5 Dec 2013,0,6,2,https://www.twitter.com/RandallLinebaug/status/408594847415558144
@KatlynTessmer,,,Um. It's not even thursday yet...#letsgo #christmasbreak,5:13 AM - 18 Dec 2012,0,1,3,https://www.twitter.com/KatlynTessmer/status/281024507148374016
@elliottkae,,,Only a few short hours until both of my “babies” are home!  #ChristmasBreak.pic.twitter.com/yP7Kfqw3SK,12:45 PM - 15 Dec 2017,1,1,32,https://www.twitter.com/elliottkae/status/941771233452023809
@taylorrscranton,california,,So can this week just go by super fast #christmasbreak ,12:11 PM - 16 Dec 2012,0,7,2,https://www.twitter.com/taylorrscranton/status/280404893708193793
@thatsbellayt,Philippines,,no baon for a month be like.. #christmasbreak zzZz pic.twitter.com/k7xGvbrAHd,3:11 AM - 15 Dec 2018,0,0,0,https://www.twitter.com/thatsbellayt/status/1073898267308580865
@MitchDuffield,,,Schools out and the crunch of snow has never sounded so great #ChristmasBreak #Winterssopretty #itsbeginningtolookalotlikechristmas,4:22 PM - 20 Dec 2013,1,5,6,https://www.twitter.com/MitchDuffield/status/414189208580800512
@ResLifeSpouse,Residence Halls Everywhere,,Stuck on campus for the holidays? Here is a checklist to help you enjoy this Christmas season! #reslife #christmasbreakpic.twitter.com/YYqnUy9h,8:21 AM - 21 Dec 2012,1,10,4,https://www.twitter.com/ResLifeSpouse/status/282158986512457728
@K_Arp2,,,It feels so good to just now be getting out of bed. I love sleep. #lazy #ChristmasBreak,9:52 AM - 20 Dec 2012,0,1,4,https://www.twitter.com/K_Arp2/status/281819284517310464
@handicapbrosnap,shawnee,,I officially have watched all 5 1/2 seasons of @parksandrecnbc in under 2 weeks #christmasbreak,5:42 PM - 29 Dec 2013,0,0,5,https://www.twitter.com/handicapbrosnap/status/417470805711134720
@Alexander_K47,,,Bout to down this egg nog like Timmy Turner's dad. #eggnog #ChristmasBreak,8:29 PM - 22 Dec 2014,0,1,4,https://www.twitter.com/Alexander_K47/status/547247571929157632
@sh3lByDa,,,Waiting for that 10:45 bell on Friday #ChristmasBreak,5:20 AM - 16 Dec 2013,0,7,6,https://www.twitter.com/sh3lByDa/status/412572952131952640
@SummerSmith1,,,Well headed to Destin tomorrow until Sunday ..then to Nashville Monday for New Years. I love the Matson's. #letsgetit #christmasbreak ,6:25 PM - 25 Dec 2012,0,0,1,https://www.twitter.com/SummerSmith1/status/283760456571695104
@katherinemjames,,,Sitting in the parlor wrapped up in a blanket reading for fun. I could get used to this. #christmasbreak,10:58 AM - 28 Dec 2012,0,0,3,https://www.twitter.com/katherinemjames/status/284735148908478464
@Midweek_breaks,"Ringwood, England",,"CHRISTMAS deal....4 night stay, arriving on Monday 23rd December for only £547.00 .... #Norfolk #Sleeps5
.
http://ow.ly/4MbW50xgWzH  #midweekbreak #lastminute #shortbreak #christmasbreak #christmasdeal #christmasholiday #specialbreak #ruralretreatpic.twitter.com/SRkEjUJPIp",5:20 AM - 21 Nov 2019,0,0,0,https://www.twitter.com/Midweek_breaks/status/1197504969747968000
@jbracco97,,,Shipping back to the 516 for break can't wait to see everyone at home #ChristmasBreak #TisTheSeason,4:03 AM - 19 Dec 2015,6,5,30,https://www.twitter.com/jbracco97/status/678183904839364608
@43bradshaw43,MONTANA,,How to get retweets: tweet about how bad you want it to be #ChristmasBreak and how bad you can't wait for the week to be over,9:42 PM - 17 Dec 2013,0,2,8,https://www.twitter.com/43bradshaw43/status/413182371911847937
@GracieSinisalo,,,"wake up, go to subway, watch SVU for 5 hours, find some sort of sporting event to go to, sleep #repeat #christmasbreak",1:15 PM - 19 Jan 2015,0,1,7,https://www.twitter.com/GracieSinisalo/status/557285326520348673
@PatrickPeori97,"Ottawa, Ontario",,Sleeping in on a Monday is what holidays are all about! #Christmasbreak,5:55 AM - 24 Dec 2012,0,3,3,https://www.twitter.com/PatrickPeori97/status/283209252460453888
@EvansMaison,,,Praying that God can get my through one more day #Christmasbreak,7:15 PM - 14 Dec 2015,1,1,9,https://www.twitter.com/EvansMaison/status/676601364600987648
@Keni_Lu,,,"Every time my parents yell at me, I just remind them that I'm not pregnant, married, a stripper, or a drug addict. #christmasbreak",3:36 PM - 17 Dec 2014,0,2,7,https://www.twitter.com/Keni_Lu/status/545362027179696129
@rosslearnard,"Bloomington, IL",,Lets get these finals over with! #christmasbreak #nightowl,3:47 PM - 18 Dec 2012,0,9,3,https://www.twitter.com/rosslearnard/status/281184009839599616
@DylanScammell,stfx,,Its the Best feeling knowing you don't have anything to do when you wake up the next day #christmasbreak #finally,9:25 PM - 11 Dec 2012,0,2,1,https://www.twitter.com/DylanScammell/status/278732267394826240
@terrruhpeil,,,Relaxing all day... Then bonfire at the beach tonight  really doesn't get much better than this #christmasbreak,12:31 PM - 18 Dec 2012,0,1,2,https://www.twitter.com/terrruhpeil/status/281134660677951488
@MrKrisJames,"London, England Liverpool",,Hope you are all having a good day. I’m about to fly to London. What a trip I’ve had!! Can’t wait to tell you all about it when I get back. I ended up at a basketball game last night with three dudes I didn’t know. Was a funny evening.  you #Christmasbreakpic.twitter.com/6T4lsG6Q5t,11:44 AM - 22 Dec 2017,3,3,24,https://www.twitter.com/MrKrisJames/status/944292702719561733
@canunzi,"Georgia, USA",,I just keep hitting the refresh on Instagram and twitter #ChristmasBreak,11:39 AM - 22 Dec 2014,0,3,3,https://www.twitter.com/canunzi/status/547114228818411520
@EduClickAfrica,"Centre, Cameroon",,Our #Techlab offers affordable #excursion experience to high school students through #virtual #reality. #Christmasbreak #edtech #innovation4learning #VR #RT #learning #Yaounde #Cameroon #237Stempic.twitter.com/Fsbvw7R9xL,12:05 AM - 25 Nov 2019,0,1,0,https://www.twitter.com/EduClickAfrica/status/1198875300182007808
@marilynbass135,Chicago,,Just ran into my favorite guy @L_Dokubo13 & we are both seriously missing you @Jay_jE5 & @J_Hicks2  #christmasbreak,10:28 PM - 2 Oct 2015,0,2,4,https://www.twitter.com/marilynbass135/status/650180565761687552
@luhoral,"Austin, TX",,Me after this Econ final tomorrow  #ChristmasBreak #AlmostTherepic.twitter.com/mQNwlnzZXv,6:13 PM - 10 Dec 2013,0,13,3,https://www.twitter.com/luhoral/status/410593131500142592
@emily_curran_,,,facetiming @Olivia_Curran in the top bunk while i'm on the bottom. #losers #latenight #christmasbreak #deepconversations #inbed #facetime,11:33 PM - 26 Dec 2012,0,1,2,https://www.twitter.com/emily_curran_/status/284200409063624705
@DiDiN_Schrid,"Melbourne, Victoria",,Exhausted from not doing anything all day #christmasbreak,1:48 PM - 15 Dec 2014,0,3,6,https://www.twitter.com/DiDiN_Schrid/status/544610047977095168
